city,timestamp,temperature,season
New York,2010-09-04,15.43201018034817,autumn
New York,2010-09-05,11.26768147282657,autumn
New York,2010-09-06,4.000669980104334,autumn
New York,2010-09-07,10.373768464751356,autumn
New York,2010-09-08,17.707370405164927,autumn
New York,2010-09-09,12.650176941648668,autumn
New York,2010-09-10,12.584873806748131,autumn
New York,2010-09-11,22.541142571004155,autumn
New York,2010-09-12,12.568539361618793,autumn
New York,2010-09-13,15.651181053885455,autumn
New York,2010-09-14,12.347882466139716,autumn
New York,2010-09-15,19.20087790377742,autumn
New York,2010-09-16,14.9165018403345,autumn
New York,2010-09-17,19.34132764772149,autumn
New York,2010-09-18,20.63769624374668,autumn
New York,2010-09-19,13.501380909000208,autumn
New York,2010-09-20,14.988531298637737,autumn
New York,2010-09-21,17.73025953670039,autumn
New York,2010-09-22,6.008824422015292,autumn
New York,2010-09-23,20.599660410236364,autumn
New York,2010-09-24,23.212244542431332,autumn
New York,2010-09-25,14.594263852773397,autumn
New York,2010-09-26,11.425018934045504,autumn
New York,2010-09-27,13.222331984665221,autumn
New York,2010-09-28,12.576387573355193,autumn
New York,2010-09-29,12.969021423431936,autumn
New York,2010-09-30,19.196134928068595,autumn
New York,2010-10-01,5.907145442792967,autumn
New York,2010-10-02,14.79048434848941,autumn
New York,2010-10-03,15.736381674543768,autumn
New York,2010-10-04,19.338367634176144,autumn
New York,2010-10-05,13.772496256440862,autumn
New York,2010-10-06,6.24390043068569,autumn
New York,2010-10-07,3.9346793966536686,autumn
New York,2010-10-08,1.7450391884054328,autumn
New York,2010-10-09,10.782749461215422,autumn
New York,2010-10-10,4.864801435840285,autumn
New York,2010-10-11,19.332265762591742,autumn
New York,2010-10-12,15.227623089414323,autumn
New York,2010-10-13,10.76771641862324,autumn
New York,2010-10-14,10.782131762279237,autumn
New York,2010-10-15,13.701594564723036,autumn
New York,2010-10-16,18.0626886394465,autumn
New York,2010-10-17,15.009105284648706,autumn
New York,2010-10-18,21.310036296096722,autumn
New York,2010-10-19,14.177919278094686,autumn
New York,2010-10-20,8.764531816205917,autumn
New York,2010-10-21,21.319599915793397,autumn
New York,2010-10-22,15.937580950506678,autumn
New York,2010-10-23,19.919916589484743,autumn
New York,2010-10-24,22.196021164257512,autumn
New York,2010-10-25,17.1295873077129,autumn
New York,2010-10-26,18.99177663190858,autumn
New York,2010-10-27,11.282403792690179,autumn
New York,2010-10-28,11.901517708466315,autumn
New York,2010-10-29,23.782795168416328,autumn
New York,2010-10-30,11.654308792068335,autumn
New York,2010-10-31,20.2375068943355,autumn
New York,2010-11-01,12.046265587564731,autumn
New York,2010-11-02,6.682703282875037,autumn
New York,2010-11-03,10.486575257134767,autumn
New York,2010-11-04,20.323979707551675,autumn
New York,2010-11-05,28.227961475916153,autumn
New York,2010-11-06,16.65093212036409,autumn
New York,2010-11-07,15.052519009746996,autumn
New York,2010-11-08,13.995537373188498,autumn
New York,2010-11-09,25.892703382921336,autumn
New York,2010-11-10,17.879149538201517,autumn
New York,2010-11-11,6.54212747060849,autumn
New York,2010-11-12,15.622011116766606,autumn
New York,2010-11-13,25.25801501823794,autumn
New York,2010-11-14,10.081986982004118,autumn
New York,2010-11-15,23.096461901719536,autumn
New York,2010-11-16,15.802778222090405,autumn
New York,2010-11-17,11.111378715007703,autumn
New York,2010-11-18,13.513218784784215,autumn
New York,2010-11-19,22.22431080648994,autumn
New York,2010-11-20,10.623425388359001,autumn
New York,2010-11-21,7.492697618304557,autumn
New York,2010-11-22,16.4133311495074,autumn
New York,2010-11-23,12.095253609483338,autumn
New York,2010-11-24,13.463183712071313,autumn
New York,2010-11-25,6.6474462870754465,autumn
New York,2010-11-26,11.476794669184372,autumn
New York,2010-11-27,17.506112022741586,autumn
New York,2010-11-28,16.05994636830188,autumn
New York,2010-11-29,10.568481908238736,autumn
New York,2010-11-30,14.17548303502037,autumn
New York,2010-12-01,3.4697981231985455,winter
New York,2010-12-02,0.11355216095859594,winter
New York,2010-12-03,-7.326566232789218,winter
New York,2010-12-04,2.670249534344739,winter
New York,2010-12-05,-5.554329714177513,winter
New York,2010-12-06,6.204738033469985,winter
New York,2010-12-07,1.5318887530263083,winter
New York,2010-12-08,-3.6909688505155804,winter
New York,2010-12-09,3.0172556115937827,winter
New York,2010-12-10,-4.937599299724939,winter
New York,2010-12-11,-2.6945370236570727,winter
New York,2010-12-12,3.058009491438008,winter
New York,2010-12-13,-1.3508029831841446,winter
New York,2010-12-14,-0.8016273620190177,winter
New York,2010-12-15,-0.3141111884847217,winter
New York,2010-12-16,-1.1425073107679287,winter
New York,2010-12-17,1.900284495959816,winter
New York,2010-12-18,3.2557098746043156,winter
New York,2010-12-19,-1.722357262981697,winter
New York,2010-12-20,-1.6085643232765796,winter
New York,2010-12-21,-0.6288957259602018,winter
New York,2010-12-22,-2.492073089742902,winter
New York,2010-12-23,-0.898958460016085,winter
New York,2010-12-24,-5.961297993613161,winter
New York,2010-12-25,-6.617293536760579,winter
New York,2010-12-26,0.2829232539145754,winter
New York,2010-12-27,8.323206358014232,winter
New York,2010-12-28,-1.2511880799583697,winter
New York,2010-12-29,-0.0439595483085592,winter
New York,2010-12-30,5.850377529616583,winter
New York,2010-12-31,-1.1366857267344608,winter
New York,2011-01-01,-2.5826156519677985,winter
New York,2011-01-02,1.8507347167229122,winter
New York,2011-01-03,8.648334635914127,winter
New York,2011-01-04,0.9483954430955112,winter
New York,2011-01-05,3.1889314847863846,winter
New York,2011-01-06,0.7319476244630845,winter
New York,2011-01-07,-2.423644829077841,winter
New York,2011-01-08,-5.075208971535794,winter
New York,2011-01-09,-2.0036347531503025,winter
New York,2011-01-10,-2.0840497161917337,winter
New York,2011-01-11,-3.065211157393963,winter
New York,2011-01-12,-5.36319441774852,winter
New York,2011-01-13,-0.7406743950886128,winter
New York,2011-01-14,-0.3211295363962923,winter
New York,2011-01-15,12.689125333785217,winter
New York,2011-01-16,1.2757658082306063,winter
New York,2011-01-17,-3.6483302868621936,winter
New York,2011-01-18,-3.187894143061275,winter
New York,2011-01-19,-4.137527307172851,winter
New York,2011-01-20,7.173175929043718,winter
New York,2011-01-21,5.925478449752498,winter
New York,2011-01-22,-6.402860812268766,winter
New York,2011-01-23,5.62279134603523,winter
New York,2011-01-24,-0.546191136607651,winter
New York,2011-01-25,-0.7531261720702932,winter
New York,2011-01-26,-3.47654956864473,winter
New York,2011-01-27,0.9635940127478166,winter
New York,2011-01-28,-3.512155949320637,winter
New York,2011-01-29,3.2690958779487325,winter
New York,2011-01-30,9.209564085300322,winter
New York,2011-01-31,-3.865451087789257,winter
New York,2011-02-01,4.390499155275874,winter
New York,2011-02-02,-1.6021241570886713,winter
New York,2011-02-03,-7.330600239840502,winter
New York,2011-02-04,-5.086059565477426,winter
New York,2011-02-05,-0.13611707202561954,winter
New York,2011-02-06,-3.1184679069863757,winter
New York,2011-02-07,-2.899389968253274,winter
New York,2011-02-08,-2.230547587995732,winter
New York,2011-02-09,4.206347088268943,winter
New York,2011-02-10,-1.8303712923069548,winter
New York,2011-02-11,-1.997075248706108,winter
New York,2011-02-12,3.15337954392651,winter
New York,2011-02-13,-0.6370587399116189,winter
New York,2011-02-14,0.9437171281501029,winter
New York,2011-02-15,-0.7862777688203915,winter
New York,2011-02-16,13.51278614393097,winter
New York,2011-02-17,-3.589540253788883,winter
New York,2011-02-18,-0.2293973671875912,winter
New York,2011-02-19,1.2545097718373757,winter
New York,2011-02-20,-1.4306601279042814,winter
New York,2011-02-21,-0.3513616568929966,winter
New York,2011-02-22,-9.773675104837288,winter
New York,2011-02-23,3.107111259483189,winter
New York,2011-02-24,-3.9791412658577547,winter
New York,2011-02-25,3.911275935370548,winter
New York,2011-02-26,0.09266249337756868,winter
New York,2011-02-27,-5.369971624880636,winter
New York,2011-02-28,1.7691409809996368,winter
New York,2011-03-01,13.960949508193023,spring
New York,2011-03-02,11.597278234281985,spring
New York,2011-03-03,18.502079344338327,spring
New York,2011-03-04,8.101013622668347,spring
New York,2011-03-05,12.158831121138835,spring
New York,2011-03-06,11.128502800050326,spring
New York,2011-03-07,7.211650184616659,spring
New York,2011-03-08,18.081255159542117,spring
New York,2011-03-09,16.126977126305416,spring
New York,2011-03-10,19.28959088106883,spring
New York,2011-03-11,5.414336710781074,spring
New York,2011-03-12,13.210096167202407,spring
New York,2011-03-13,4.659605048941726,spring
New York,2011-03-14,7.242171764262382,spring
New York,2011-03-15,3.7844912969557876,spring
New York,2011-03-16,10.142128027738668,spring
New York,2011-03-17,1.2074490001551674,spring
New York,2011-03-18,12.142988214440905,spring
New York,2011-03-19,12.511435575074998,spring
New York,2011-03-20,13.002587984204766,spring
New York,2011-03-21,8.539693593801468,spring
New York,2011-03-22,19.63397323651239,spring
New York,2011-03-23,15.477570181330675,spring
New York,2011-03-24,14.131640666623898,spring
New York,2011-03-25,3.583083215934282,spring
New York,2011-03-26,15.32340676803037,spring
New York,2011-03-27,13.220073793494246,spring
New York,2011-03-28,10.539812209740397,spring
New York,2011-03-29,9.465097510487741,spring
New York,2011-03-30,9.145481230300113,spring
New York,2011-03-31,19.65939954756129,spring
New York,2011-04-01,15.489041731488392,spring
New York,2011-04-02,11.537003141117966,spring
New York,2011-04-03,17.145465413411745,spring
New York,2011-04-04,3.082234968914327,spring
New York,2011-04-05,7.163334483491515,spring
New York,2011-04-06,15.440554783457587,spring
New York,2011-04-07,9.930677028504004,spring
New York,2011-04-08,10.920456574052027,spring
New York,2011-04-09,17.22883000850457,spring
New York,2011-04-10,8.12469754105864,spring
New York,2011-04-11,7.725070524412842,spring
New York,2011-04-12,10.066088029037697,spring
New York,2011-04-13,13.318276081408346,spring
New York,2011-04-14,9.356959988096026,spring
New York,2011-04-15,13.663450688964396,spring
New York,2011-04-16,10.89397334871384,spring
New York,2011-04-17,17.7134607614718,spring
New York,2011-04-18,9.047402364673705,spring
New York,2011-04-19,9.165303069441622,spring
New York,2011-04-20,9.865624117104458,spring
New York,2011-04-21,5.370197678067678,spring
New York,2011-04-22,10.295607597673254,spring
New York,2011-04-23,3.020811734489175,spring
New York,2011-04-24,9.493819615225156,spring
New York,2011-04-25,6.916339569907752,spring
New York,2011-04-26,12.935614765666292,spring
New York,2011-04-27,7.826281042722073,spring
New York,2011-04-28,8.04275270343416,spring
New York,2011-04-29,6.3641977760593695,spring
New York,2011-04-30,7.014474933748282,spring
New York,2011-05-01,8.560863084782993,spring
New York,2011-05-02,4.111912026451854,spring
New York,2011-05-03,6.6654889142495675,spring
New York,2011-05-04,22.951181044672758,spring
New York,2011-05-05,7.918755538313591,spring
New York,2011-05-06,8.590621138995871,spring
New York,2011-05-07,9.052417453919324,spring
New York,2011-05-08,13.881099147039796,spring
New York,2011-05-09,18.357624921852125,spring
New York,2011-05-10,15.274498463908504,spring
New York,2011-05-11,16.091307852663093,spring
New York,2011-05-12,4.82200752224704,spring
New York,2011-05-13,4.511184115841584,spring
New York,2011-05-14,3.1164457488692365,spring
New York,2011-05-15,17.782613161160352,spring
New York,2011-05-16,8.162707369791674,spring
New York,2011-05-17,7.042613510357077,spring
New York,2011-05-18,16.18474233138243,spring
New York,2011-05-19,7.579217998840433,spring
New York,2011-05-20,12.372591523067015,spring
New York,2011-05-21,19.04329741937549,spring
New York,2011-05-22,12.265372302813056,spring
New York,2011-05-23,14.87520531018352,spring
New York,2011-05-24,13.200737853469303,spring
New York,2011-05-25,14.462837326148776,spring
New York,2011-05-26,13.8686819053113,spring
New York,2011-05-27,6.278574857328398,spring
New York,2011-05-28,11.804920933546445,spring
New York,2011-05-29,8.272392141113167,spring
New York,2011-05-30,22.809698133149155,spring
New York,2011-05-31,14.543222433648317,spring
New York,2011-06-01,17.63287475135428,summer
New York,2011-06-02,26.45763156160149,summer
New York,2011-06-03,23.76387833310525,summer
New York,2011-06-04,26.4209701948491,summer
New York,2011-06-05,22.244801058742397,summer
New York,2011-06-06,22.464514214953088,summer
New York,2011-06-07,23.074997366125785,summer
New York,2011-06-08,23.80732927517618,summer
New York,2011-06-09,22.95573383994974,summer
New York,2011-06-10,15.375980210266464,summer
New York,2011-06-11,27.569534001346035,summer
New York,2011-06-12,28.468841388158353,summer
New York,2011-06-13,20.234150836865364,summer
New York,2011-06-14,22.166859073072708,summer
New York,2011-06-15,28.512643319211914,summer
New York,2011-06-16,35.24405500137125,summer
New York,2011-06-17,19.968211114472194,summer
New York,2011-06-18,19.553203996140912,summer
New York,2011-06-19,25.823663177901253,summer
New York,2011-06-20,28.4939830261954,summer
New York,2011-06-21,21.389487480524465,summer
New York,2011-06-22,24.146598398634794,summer
New York,2011-06-23,28.02377487865508,summer
New York,2011-06-24,37.045963965780814,summer
New York,2011-06-25,25.362580914494973,summer
New York,2011-06-26,21.08395050630169,summer
New York,2011-06-27,33.25601534214307,summer
New York,2011-06-28,23.703420152040398,summer
New York,2011-06-29,36.08808331060309,summer
New York,2011-06-30,20.375314099850563,summer
New York,2011-07-01,23.700719427541447,summer
New York,2011-07-02,34.228116395107584,summer
New York,2011-07-03,31.301225249416643,summer
New York,2011-07-04,19.540549237705065,summer
New York,2011-07-05,27.532913296834554,summer
New York,2011-07-06,29.020041134263078,summer
New York,2011-07-07,20.58539726324126,summer
New York,2011-07-08,32.46916653156989,summer
New York,2011-07-09,24.157645159254407,summer
New York,2011-07-10,26.013440423189106,summer
New York,2011-07-11,16.217040560419793,summer
New York,2011-07-12,23.119346087330694,summer
New York,2011-07-13,19.061704126011144,summer
New York,2011-07-14,28.157732545769292,summer
New York,2011-07-15,28.208142116292994,summer
New York,2011-07-16,19.190064314485255,summer
New York,2011-07-17,30.843287518570573,summer
New York,2011-07-18,21.866560022911933,summer
New York,2011-07-19,24.193579400690385,summer
New York,2011-07-20,18.492076278151618,summer
New York,2011-07-21,30.58617339689426,summer
New York,2011-07-22,16.931338830736305,summer
New York,2011-07-23,33.47133010160658,summer
New York,2011-07-24,26.775906787291376,summer
New York,2011-07-25,35.5583926364221,summer
New York,2011-07-26,34.15521651910273,summer
New York,2011-07-27,26.942320510872435,summer
New York,2011-07-28,18.960561540323553,summer
New York,2011-07-29,26.953521243859633,summer
New York,2011-07-30,18.83144423830788,summer
New York,2011-07-31,26.850614243351284,summer
New York,2011-08-01,22.99792011274962,summer
New York,2011-08-02,27.6067069919476,summer
New York,2011-08-03,22.79755233117474,summer
New York,2011-08-04,28.212499835613194,summer
New York,2011-08-05,25.837296254379677,summer
New York,2011-08-06,13.789739694854058,summer
New York,2011-08-07,20.84931881214331,summer
New York,2011-08-08,20.491496332984575,summer
New York,2011-08-09,16.112883059491956,summer
New York,2011-08-10,26.97457900124136,summer
New York,2011-08-11,23.496564168365296,summer
New York,2011-08-12,15.216117499560259,summer
New York,2011-08-13,20.487743632217015,summer
New York,2011-08-14,19.44049026094085,summer
New York,2011-08-15,21.367728266319837,summer
New York,2011-08-16,25.079622215326214,summer
New York,2011-08-17,33.59273280482768,summer
New York,2011-08-18,28.305595771816495,summer
New York,2011-08-19,32.037373067730975,summer
New York,2011-08-20,21.357232845086056,summer
New York,2011-08-21,29.234039058564896,summer
New York,2011-08-22,23.850931654062624,summer
New York,2011-08-23,25.754364543862287,summer
New York,2011-08-24,23.614842201579116,summer
New York,2011-08-25,27.19965340361547,summer
New York,2011-08-26,28.37472653077206,summer
New York,2011-08-27,23.469635849614967,summer
New York,2011-08-28,23.17502199849152,summer
New York,2011-08-29,32.69720172068032,summer
New York,2011-08-30,31.92055169282889,summer
New York,2011-08-31,23.800972695343486,summer
New York,2011-09-01,12.621177053879078,autumn
New York,2011-09-02,12.51444101840385,autumn
New York,2011-09-03,24.007307971160337,autumn
New York,2011-09-04,16.599608261250623,autumn
New York,2011-09-05,5.396976450969914,autumn
New York,2011-09-06,8.052165124352587,autumn
New York,2011-09-07,24.353594391557113,autumn
New York,2011-09-08,19.867547439731116,autumn
New York,2011-09-09,13.839497759312831,autumn
New York,2011-09-10,15.836779794345166,autumn
New York,2011-09-11,24.256906828167576,autumn
New York,2011-09-12,15.777344847664743,autumn
New York,2011-09-13,16.617069269207274,autumn
New York,2011-09-14,9.74531993348724,autumn
New York,2011-09-15,13.378681764264629,autumn
New York,2011-09-16,14.664606932149184,autumn
New York,2011-09-17,22.047627078509308,autumn
New York,2011-09-18,9.341618803797306,autumn
New York,2011-09-19,15.674630317520302,autumn
New York,2011-09-20,23.02986384996491,autumn
New York,2011-09-21,6.105550666550466,autumn
New York,2011-09-22,14.302222588386183,autumn
New York,2011-09-23,17.313693171021594,autumn
New York,2011-09-24,17.72924295954681,autumn
New York,2011-09-25,18.448100188966016,autumn
New York,2011-09-26,10.722769791453375,autumn
New York,2011-09-27,15.820440746400235,autumn
New York,2011-09-28,11.210510134288343,autumn
New York,2011-09-29,20.602174335606705,autumn
New York,2011-09-30,16.794651291351705,autumn
New York,2011-10-01,18.53309616118634,autumn
New York,2011-10-02,16.28331614620503,autumn
New York,2011-10-03,9.264956348433738,autumn
New York,2011-10-04,14.043367216897378,autumn
New York,2011-10-05,19.391052864133894,autumn
New York,2011-10-06,21.54267300990926,autumn
New York,2011-10-07,9.123188463573301,autumn
New York,2011-10-08,15.938249667570366,autumn
New York,2011-10-09,10.220360608053461,autumn
New York,2011-10-10,17.33970008064756,autumn
New York,2011-10-11,11.544202308805222,autumn
New York,2011-10-12,23.714878922183253,autumn
